jobId,imageId,enhancedImageId,originalUploadUrl,summaryFinalStatus,stage,attempt,attemptUrl,result,reasonText,confidence,explicitValidatorScores
job_1600c44e-1659-4bdf-b28f-5dd62dafd1f4,img_83b337d0-d66d-4336-a370-686902c5c6d1,RE-DQCN6X,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070781880-realenhance-job_1600c44e-1659-4bdf-b28f-5dd62dafd1f4-1772070781318-061ka26m0xq5.jpg,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070831969-realenhance-job_62a35ed3-e489-4c78-8c1b-1c0c731da2f8-1772070780569-c1bi19ztiz-canonical-1A-2.webp,undefined,other,1.0,PASS:0.914;PASS:0.914
job_62a35ed3-e489-4c78-8c1b-1c0c731da2f8,unknown,RE-PKNRBQ,unknown,SUCCESS,stage1B,unknown,unknown,unknown,unknown,unknown,PASS:0.958;PASS:0.958
job_62a35ed3-e489-4c78-8c1b-1c0c731da2f8,unknown,RE-PKNRBQ,unknown,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070858815-realenhance-job_e6780f2b-6e80-4d45-90b3-62abd2cf23b5-1772070779552-paclhjolm-canonical-1A-2.webp,PASSED,other,1.0,PASS:0.958;PASS:0.958
job_62a35ed3-e489-4c78-8c1b-1c0c731da2f8,unknown,RE-PKNRBQ,unknown,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070858815-realenhance-job_e6780f2b-6e80-4d45-90b3-62abd2cf23b5-1772070779552-paclhjolm-canonical-1A-2.webp,PASSED,dimension_change,unknown,PASS:0.958;PASS:0.958
job_62a35ed3-e489-4c78-8c1b-1c0c731da2f8,unknown,RE-PKNRBQ,unknown,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070858815-realenhance-job_e6780f2b-6e80-4d45-90b3-62abd2cf23b5-1772070779552-paclhjolm-canonical-1A-2.webp,PASSED,dimension_change,unknown,PASS:0.958;PASS:0.958
job_e6780f2b-6e80-4d45-90b3-62abd2cf23b5,img_1b114897-1fc5-48e2-bd21-352ecb03b63a,RE-CFKCZQ,unknown,SUCCESS,stage1B,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070863565-realenhance-job_88bf922f-5e6e-42f9-b60b-30b4f800edb6-1772070782172-6onauqg6kbx-canonical-1A-2.webp,unknown,unknown,unknown,PASS:0.632;PASS:0.632
job_e6780f2b-6e80-4d45-90b3-62abd2cf23b5,img_1b114897-1fc5-48e2-bd21-352ecb03b63a,RE-CFKCZQ,unknown,SUCCESS,stage2,unknown,unknown,unknown,unknown,unknown,PASS:0.632;PASS:0.632
job_88bf922f-5e6e-42f9-b60b-30b4f800edb6,img_9b152350-c6eb-4286-bd92-b295fe8f9487,RE-FRPWVC,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070782646-realenhance-job_88bf922f-5e6e-42f9-b60b-30b4f800edb6-1772070782172-6onauqg6kbx.jpg,SUCCESS,stage1B,unknown,unknown,unknown,unknown,unknown,FAIL:0.727;PASS:0.747
job_88bf922f-5e6e-42f9-b60b-30b4f800edb6,img_9b152350-c6eb-4286-bd92-b295fe8f9487,RE-FRPWVC,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070782646-realenhance-job_88bf922f-5e6e-42f9-b60b-30b4f800edb6-1772070782172-6onauqg6kbx.jpg,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070865349-realenhance-job_5c902ecf-ebdc-41c6-a46a-2f83eca4bb0f-1772070786598-wlysxm982fp-canonical-1A-2.webp,PASSED,other,1.0,FAIL:0.727;PASS:0.747
job_5c902ecf-ebdc-41c6-a46a-2f83eca4bb0f,img_3d5fa6d1-0c28-41e0-98c2-a963d9f9e469,RE-20SG8K,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070786819-realenhance-job_5c902ecf-ebdc-41c6-a46a-2f83eca4bb0f-1772070786598-wlysxm982fp.jpg,SUCCESS,stage1B,unknown,unknown,unknown,unknown,unknown,PASS:0.679;PASS:0.699
job_5c902ecf-ebdc-41c6-a46a-2f83eca4bb0f,img_3d5fa6d1-0c28-41e0-98c2-a963d9f9e469,RE-20SG8K,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070786819-realenhance-job_5c902ecf-ebdc-41c6-a46a-2f83eca4bb0f-1772070786598-wlysxm982fp.jpg,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070873206-realenhance-job_f60980f1-b1fe-4c72-81cf-4b9852cd0d90-1772070785666-4ht8s5sqhw9-canonical-1A-2.webp,PASSED,other,1.0,PASS:0.679;PASS:0.699
job_b6b7b136-7163-4957-8955-398f256d99de,img_e400600d-415e-4296-8ee3-4ab24c523867,RE-0RDC86,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070784833-realenhance-job_b6b7b136-7163-4957-8955-398f256d99de-1772070784709-ntmnwwac4ss.jpg,SUCCESS,stage1B,unknown,unknown,unknown,unknown,unknown,FAIL:0.656;PASS:0.644
job_b6b7b136-7163-4957-8955-398f256d99de,img_e400600d-415e-4296-8ee3-4ab24c523867,RE-0RDC86,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070784833-realenhance-job_b6b7b136-7163-4957-8955-398f256d99de-1772070784709-ntmnwwac4ss.jpg,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070810799-realenhance-job_b6b7b136-7163-4957-8955-398f256d99de-1772070784709-ntmnwwac4ss-canonical-1A-2.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3Y3F4KBX2BYPOHVL%2F20260226%2Fap-southeast-2%2Fs3%2Faws4_request&X-Amz-Date=20260226T015331Z&X-Amz-Expires=86400&X-Amz-Signature=e81ca4edf8d0c1c4fda3c678d70de50a73982f712f9db3a4c79a57ef26b6d8d4&X-Amz-SignedHeaders=host&x-amz-checksum-mode=ENABLED&x-id=GetObject,PASSED,other,0.95,FAIL:0.656;PASS:0.644
job_f60980f1-b1fe-4c72-81cf-4b9852cd0d90,img_48f06dd8-0925-457d-9f74-6a81799bc4cc,RE-E4LM88,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070785992-realenhance-job_f60980f1-b1fe-4c72-81cf-4b9852cd0d90-1772070785666-4ht8s5sqhw9.jpg,SUCCESS,stage1B,unknown,unknown,unknown,unknown,unknown,PASS:0.706;PASS:0.706
job_f60980f1-b1fe-4c72-81cf-4b9852cd0d90,img_48f06dd8-0925-457d-9f74-6a81799bc4cc,RE-E4LM88,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070785992-realenhance-job_f60980f1-b1fe-4c72-81cf-4b9852cd0d90-1772070785666-4ht8s5sqhw9.jpg,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070874904-realenhance-job_8650886e-4818-496f-a5ca-74f1a7573490-1772070782829-va5fqewbgn-canonical-1A-2.webp,PASSED,other,1.0,PASS:0.706;PASS:0.706
job_8650886e-4818-496f-a5ca-74f1a7573490,unknown,RE-7H0J6V,unknown,SUCCESS,stage1B,unknown,unknown,unknown,unknown,unknown,PASS:0.698;PASS:0.71
job_8650886e-4818-496f-a5ca-74f1a7573490,unknown,RE-7H0J6V,unknown,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070933119-realenhance-job_e2990546-df29-48ae-95c9-8131205a87c0-1772070783783-gvya9ymcwlr-canonical-1A-1B.webp,PASSED,other,0.98,PASS:0.698;PASS:0.71
job_e2990546-df29-48ae-95c9-8131205a87c0,img_ed84bc84-0555-4b65-abc7-e24fbc2ffed0,RE-XYB379,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070784110-realenhance-job_e2990546-df29-48ae-95c9-8131205a87c0-1772070783783-gvya9ymcwlr.jpg,SUCCESS,stage1B,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070855931-realenhance-job_e2990546-df29-48ae-95c9-8131205a87c0-1772070783783-gvya9ymcwlr-canonical-1A-1B.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3Y3F4KBX2BYPOHVL%2F20260226%2Fap-southeast-2%2Fs3%2Faws4_request&X-Amz-Date=20260226T015416Z&X-Amz-Expires=86400&X-Amz-Signature=18a0574e109530ec8c5375fc9b5fd7f52719ee9da977388e38085549d598d937&X-Amz-SignedHeaders=host&x-amz-checksum-mode=ENABLED&x-id=GetObject,PASSED,other,0.0,PASS:0.77;PASS:0.77
job_e2990546-df29-48ae-95c9-8131205a87c0,img_ed84bc84-0555-4b65-abc7-e24fbc2ffed0,RE-XYB379,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070784110-realenhance-job_e2990546-df29-48ae-95c9-8131205a87c0-1772070783783-gvya9ymcwlr.jpg,SUCCESS,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772071069792-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l-canonical-1A-1B.webp,PASSED,other,1.0,PASS:0.77;PASS:0.77
job_e6b9b948-d28f-4797-9dc0-55e7886f63cc,img_e609226c-23ff-4549-ac85-f81f8f756451,RE-YBHAWT,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070787644-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l.jpg,EXHAUSTED,stage1B,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070841993-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l-canonical-1A-1B.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3Y3F4KBX2BYPOHVL%2F20260226%2Fap-southeast-2%2Fs3%2Faws4_request&X-Amz-Date=20260226T015402Z&X-Amz-Expires=86400&X-Amz-Signature=3d5cf9846af19b82512f7f19b771c4256e88e65e5db3a989d0018fa3aaedb754&X-Amz-SignedHeaders=host&x-amz-checksum-mode=ENABLED&x-id=GetObject,PASSED,other,0.0,FAIL:0.643;FAIL:0.643;FAIL:0.681;FAIL:0.661;PASS:0.713;PASS:0.693
job_e6b9b948-d28f-4797-9dc0-55e7886f63cc,img_e609226c-23ff-4549-ac85-f81f8f756451,RE-YBHAWT,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070787644-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l.jpg,EXHAUSTED,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070854944-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l-canonical-1A-1B-2.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3Y3F4KBX2BYPOHVL%2F20260226%2Fap-southeast-2%2Fs3%2Faws4_request&X-Amz-Date=20260226T015416Z&X-Amz-Expires=86400&X-Amz-Signature=c5a2b1ff3474d6f762fb95f5e1b2ba8290d6fce9546932104bcfcb378cdd5b3a&X-Amz-SignedHeaders=host&x-amz-checksum-mode=ENABLED&x-id=GetObject,FAILED,"The countertops of the built-in kitchen island/peninsula and the main L-shaped cabinetry have been replaced (from grey laminate to a lighter wood-grain finish). The provided context explicitly states that 'replacing the countertop of a built-in alters its permanent structure and character', and this is corroborated by the 'ISLAND_CHANGED' and 'CABINETRY_CHANGED' anchor flags. This also constitutes a change to the 'silhouette envelope' of built-in elements, even if their geometric footprint remains similar.",0.95,FAIL:0.643;FAIL:0.643;FAIL:0.681;FAIL:0.661;PASS:0.713;PASS:0.693
job_e6b9b948-d28f-4797-9dc0-55e7886f63cc,img_e609226c-23ff-4549-ac85-f81f8f756451,RE-YBHAWT,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070787644-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l.jpg,EXHAUSTED,stage2,1,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070854944-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l-canonical-1A-1B-2.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3Y3F4KBX2BYPOHVL%2F20260226%2Fap-southeast-2%2Fs3%2Faws4_request&X-Amz-Date=20260226T015416Z&X-Amz-Expires=86400&X-Amz-Signature=c5a2b1ff3474d6f762fb95f5e1b2ba8290d6fce9546932104bcfcb378cdd5b3a&X-Amz-SignedHeaders=host&x-amz-checksum-mode=ENABLED&x-id=GetObject,FAILED,Perceptual diff failed: SSIM 0.656 < 0.97,0.95,FAIL:0.643;FAIL:0.643;FAIL:0.681;FAIL:0.661;PASS:0.713;PASS:0.693
job_e6b9b948-d28f-4797-9dc0-55e7886f63cc,img_e609226c-23ff-4549-ac85-f81f8f756451,RE-YBHAWT,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070787644-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l.jpg,EXHAUSTED,stage2,2,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070928544-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l-canonical-1A-1B-2-retry1.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3Y3F4KBX2BYPOHVL%2F20260226%2Fap-southeast-2%2Fs3%2Faws4_request&X-Amz-Date=20260226T015529Z&X-Amz-Expires=86400&X-Amz-Signature=db65444c7dc68739be44277f830528339178a4132befca119ea5eb97fc7739d0&X-Amz-SignedHeaders=host&x-amz-checksum-mode=ENABLED&x-id=GetObject,FAILED,Perceptual diff failed: SSIM 0.703 < 0.97,0.95,FAIL:0.643;FAIL:0.643;FAIL:0.681;FAIL:0.661;PASS:0.713;PASS:0.693
job_e6b9b948-d28f-4797-9dc0-55e7886f63cc,img_e609226c-23ff-4549-ac85-f81f8f756451,RE-YBHAWT,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772070787644-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l.jpg,EXHAUSTED,stage2,3,https://realenhance-bucket.s3.ap-southeast-2.amazonaws.com/realenhance/outputs/1772071002860-realenhance-job_e6b9b948-d28f-4797-9dc0-55e7886f63cc-1772070787511-8hunjk5ww6l-canonical-1A-1B-2-retry2.webp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA3Y3F4KBX2BYPOHVL%2F20260226%2Fap-southeast-2%2Fs3%2Faws4_request&X-Amz-Date=20260226T015644Z&X-Amz-Expires=86400&X-Amz-Signature=f799200844058897750c14a1a168308297e86e38e583dfbfc383829991e90d69&X-Amz-SignedHeaders=host&x-amz-checksum-mode=ENABLED&x-id=GetObject,FAILED,unknown,unknown,FAIL:0.643;FAIL:0.643;FAIL:0.681;FAIL:0.661;PASS:0.713;PASS:0.693
